,id,mac_addr,rssi,timestamp,topic
196,-Ly37pL5ATqJsSpUsMgt,80:E1:26:07:C4:0A,-57,2020-01-08 14:51:46.024440,/tgr2020/jan08/data/15
197,-Ly37p_dA_EvBdYX-udD,80:E1:26:07:E0:F2,-79,2020-01-08 14:51:47.018100,/tgr2020/jan08/data/15
198,-Ly37qza0CkuB8TkA1sN,80:E1:26:07:C4:0A,-80,2020-01-08 14:51:51.300717,/tgr2020/jan08/data/30
199,-Ly37r37_4gOTv2YFfGi,80:E1:26:07:C4:0A,-80,2020-01-08 14:51:53.079777,/tgr2020/jan08/data/30
200,-Ly37rQu977wtg5T8wwB,80:E1:26:07:C4:0A,-85,2020-01-08 14:51:54.958923,/tgr2020/jan08/data/121
201,-Ly37rmG1rrjJmWgq1PK,80:E1:26:07:C4:0A,-59,2020-01-08 14:51:56.010237,/tgr2020/jan08/data/15
202,-Ly37tPPEbJ0JFVNkwZ4,80:E1:26:07:C4:0A,-72,2020-01-08 14:52:01.270092,/tgr2020/jan08/data/30
203,-Ly37tRA9_yOGDSfuOeq,80:E1:26:07:C4:0A,-72,2020-01-08 14:52:02.559075,/tgr2020/jan08/data/30
204,-Ly37trvgbV2fcnT4YGT,80:E1:26:07:C4:0A,-79,2020-01-08 14:52:04.917674,/tgr2020/jan08/data/121
205,-Ly37uID9zZ27-1zOlQ4,80:E1:26:07:C4:0A,-55,2020-01-08 14:52:06.019131,/tgr2020/jan08/data/15
206,-Ly37vpJR7p2qsKDKf1I,80:E1:26:07:C4:0A,-77,2020-01-08 14:52:12.590467,/tgr2020/jan08/data/30
207,-Ly37vrQR_p4w6JB7g1P,80:E1:26:07:C4:0A,-77,2020-01-08 14:52:11.293198,/tgr2020/jan08/data/30
208,-Ly37wJPIBVpgQv8a_Ju,80:E1:26:07:E0:F2,-83,2020-01-08 14:52:14.985504,/tgr2020/jan08/data/121
209,-Ly38-p3wbH_C0D8F_Sj,80:E1:26:07:C4:0A,-74,2020-01-08 14:52:31.368954,/tgr2020/jan08/data/30
210,-Ly38-vGaroxAlDYJYM5,80:E1:26:07:C4:0A,-74,2020-01-08 14:52:32.685866,/tgr2020/jan08/data/30
211,-Ly380CFyayp88R8ACJI,80:E1:26:07:C4:0A,-75,2020-01-08 14:52:34.980350,/tgr2020/jan08/data/121
212,-Ly381pM7QRh10TVAH11,80:E1:26:07:C4:0A,-66,2020-01-08 14:52:41.281626,/tgr2020/jan08/data/33
213,-Ly382C8lABp0i4FfQFb,80:E1:26:07:C4:0A,-66,2020-01-08 14:52:40.887640,/tgr2020/jan08/data/33
214,-Ly384-c6dTSJvJ2NPTg,80:E1:26:07:C4:0A,-67,2020-01-08 14:52:50.587705,/tgr2020/jan08/data/33
215,-Ly3840lE6gqGZlI3Vpj,80:E1:26:07:C4:0A,-67,2020-01-08 14:52:50.231533,/tgr2020/jan08/data/33
216,-Ly384cMlXpouRSWAudB,80:E1:26:07:E0:F2,-74,2020-01-08 14:52:52.727037,/tgr2020/jan08/data/30
217,-Ly384fDN8yo8h9Ag4di,80:E1:26:07:E0:F2,-74,2020-01-08 14:52:51.407330,/tgr2020/jan08/data/30
218,-Ly3854h7Mfse7rU5w7Y,80:E1:26:07:E0:F2,-83,2020-01-08 14:52:55.009229,/tgr2020/jan08/data/121
219,-Ly386KPUfTNdsoUftRd,80:E1:26:07:E0:F2,-53,2020-01-08 14:53:00.133915,/tgr2020/jan08/data/33
220,-Ly386Nn04jQoccY3R_6,80:E1:26:07:E0:F2,-53,2020-01-08 14:52:59.693209,/tgr2020/jan08/data/33
221,-Ly386_gNL61yXTCjMVg,80:E1:26:07:C4:0A,-70,2020-01-08 14:53:01.142917,/tgr2020/jan08/data/33
222,-Ly387Xs9txU3ayRHHeD,80:E1:26:07:E0:F2,-83,2020-01-08 14:53:05.016494,/tgr2020/jan08/data/121
223,-Ly388lERK5k6RyMfWye,80:E1:26:07:E0:F2,-59,2020-01-08 14:53:09.669911,/tgr2020/jan08/data/33
224,-Ly388nvtyGxreIw5C3M,80:E1:26:07:E0:F2,-59,2020-01-08 14:53:10.098830,/tgr2020/jan08/data/33
225,-Ly38947_AwgH1fXBap4,80:E1:26:07:C4:0A,-65,2020-01-08 14:53:10.682129,/tgr2020/jan08/data/33
226,-Ly389zc9W8Ex4HNrTEb,80:E1:26:07:C4:0A,-80,2020-01-08 14:53:15.002321,/tgr2020/jan08/data/121
227,-Ly38BD4kYKzxK2DR3AI,80:E1:26:07:E0:F2,-61,2020-01-08 14:53:19.710664,/tgr2020/jan08/data/33
228,-Ly38BR7HHPhMfEhwBIJ,80:E1:26:07:E0:F2,-61,2020-01-08 14:53:20.167109,/tgr2020/jan08/data/33
229,-Ly38BSXPnpm3UlA48mu,80:E1:26:07:C4:0A,-67,2020-01-08 14:53:20.711665,/tgr2020/jan08/data/33
230,-Ly38Buo77EKeVKoJAOe,80:E1:26:07:C4:0A,-64,2020-01-08 14:53:22.585706,/tgr2020/jan08/data/30
231,-Ly38BzueiU9r7VMRcCL,80:E1:26:07:C4:0A,-64,2020-01-08 14:53:21.263308,/tgr2020/jan08/data/30
232,-Ly38CP-Fz-PizvksKbI,80:E1:26:07:E0:F2,-79,2020-01-08 14:53:24.982029,/tgr2020/jan08/data/121
233,-Ly38Dh_CZC1eYbXu3wc,80:E1:26:07:C4:0A,-67,2020-01-08 14:53:29.940188,/tgr2020/jan08/data/33
234,-Ly38Di3jOXipUz3Z5Tm,80:E1:26:07:C4:0A,-67,2020-01-08 14:53:30.370229,/tgr2020/jan08/data/33
235,-Ly38EPZTRzErzd356_i,80:E1:26:07:C4:0A,-86,2020-01-08 14:53:31.299566,/tgr2020/jan08/data/30
236,-Ly38ER3tNEEkU30c7Z6,80:E1:26:07:C4:0A,-86,2020-01-08 14:53:32.609076,/tgr2020/jan08/data/30
237,-Ly38ErITBbF9dbQ_6DG,80:E1:26:07:E0:F2,-92,2020-01-08 14:53:34.989673,/tgr2020/jan08/data/121
238,-Ly38G57Qpgr44YUU460,80:E1:26:07:C4:0A,-66,2020-01-08 14:53:40.110710,/tgr2020/jan08/data/33
239,-Ly38G5Tam1yGjhz0310,80:E1:26:07:C4:0A,-66,2020-01-08 14:53:39.678597,/tgr2020/jan08/data/33
240,-Ly38GKtpXpAATFSXbNV,80:E1:26:07:E0:F2,-55,2020-01-08 14:53:41.113408,/tgr2020/jan08/data/33
241,-Ly38GosNWctmP0hNM95,80:E1:26:07:E0:F2,-81,2020-01-08 14:53:42.646485,/tgr2020/jan08/data/30
242,-Ly38Gu3_RgR2AYkisl6,80:E1:26:07:E0:F2,-81,2020-01-08 14:53:41.345907,/tgr2020/jan08/data/30
243,-Ly38HHw1YnzkMtmw_G3,80:E1:26:07:C4:0A,-72,2020-01-08 14:53:43.884520,/tgr2020/jan08/data/30
244,-Ly38IXJyMFKSCDcSS8h,80:E1:26:07:E0:F2,-54,2020-01-08 14:53:49.671239,/tgr2020/jan08/data/33
245,-Ly38IX_PHn97oo4QAmh,80:E1:26:07:E0:F2,-54,2020-01-08 14:53:50.104119,/tgr2020/jan08/data/33
246,-Ly38Iln5bQE_YGgx67w,80:E1:26:07:C4:0A,-68,2020-01-08 14:53:50.668377,/tgr2020/jan08/data/33
247,-Ly38J0Pk-Op2E4az4EJ,80:E1:26:07:E3:79,-80,2020-01-08 14:53:51.673938,/tgr2020/jan08/data/33
248,-Ly38J0XQfMPgZ5Hkic-,80:E1:26:07:E3:79,-80,2020-01-08 14:53:52.105110,/tgr2020/jan08/data/33
249,-Ly38JlFlFmRbemtT-NH,80:E1:26:07:E3:79,-66,2020-01-08 14:53:55.014975,/tgr2020/jan08/data/121
250,-Ly38KyGnbKbgaTq5SP8,80:E1:26:07:C4:0A,-67,2020-01-08 14:53:59.673480,/tgr2020/jan08/data/33
251,-Ly38KywkuFCH74Xo0nH,80:E1:26:07:C4:0A,-67,2020-01-08 14:54:00.099611,/tgr2020/jan08/data/33
252,-Ly38LD1G00LJant9CUk,80:E1:26:07:E3:79,-76,2020-01-08 14:54:00.673170,/tgr2020/jan08/data/33
253,-Ly38LgOv3wwZxrjQTsf,80:E1:26:07:C4:0A,-67,2020-01-08 14:54:02.631329,/tgr2020/jan08/data/30
254,-Ly38LigtGkbyUkArDGg,80:E1:26:07:C4:0A,-67,2020-01-08 14:54:01.320566,/tgr2020/jan08/data/30
255,-Ly38MB7WLcbVbDLMhSw,80:E1:26:07:C4:0A,-78,2020-01-08 14:54:04.986041,/tgr2020/jan08/data/121
256,-Ly38N_b8yuk2zPhIX3R,80:E1:26:07:C4:0A,-70,2020-01-08 14:54:10.109810,/tgr2020/jan08/data/33
257,-Ly38NoODj0x8jDvCuwE,80:E1:26:07:C4:0A,-70,2020-01-08 14:54:09.674378,/tgr2020/jan08/data/33
258,-Ly38OBaSixUbIcYGQG8,80:E1:26:07:C4:0A,-78,2020-01-08 14:54:11.409249,/tgr2020/jan08/data/30
259,-Ly38OFgBLo3hCK7-HAn,80:E1:26:07:C4:0A,-78,2020-01-08 14:54:12.938352,/tgr2020/jan08/data/30
260,-Ly38OeV1GRx7SJGGXqy,80:E1:26:07:C4:0A,-80,2020-01-08 14:54:15.187167,/tgr2020/jan08/data/121
261,-Ly38Pqw5N-Cprfa2ee2,80:E1:26:07:C4:0A,-66,2020-01-08 14:54:19.666191,/tgr2020/jan08/data/33
262,-Ly38PrNY7i8h2yPSq4P,80:E1:26:07:C4:0A,-66,2020-01-08 14:54:20.109752,/tgr2020/jan08/data/33
263,-Ly38Q_kPSd58_4mKgem,80:E1:26:07:C4:0A,-76,2020-01-08 14:54:22.660321,/tgr2020/jan08/data/30
264,-Ly38Qbl_ywXBHvIrVnY,80:E1:26:07:C4:0A,-76,2020-01-08 14:54:21.352229,/tgr2020/jan08/data/30
265,-Ly38R2NcBOPokkhtMR2,80:E1:26:07:C4:0A,-82,2020-01-08 14:54:24.986196,/tgr2020/jan08/data/121
266,-Ly38SKpSY1HRr4wrm9q,80:E1:26:07:C4:0A,-74,2020-01-08 14:54:30.258333,/tgr2020/jan08/data/33
267,-Ly38SkxgwK77exY_DWj,80:E1:26:07:C4:0A,-74,2020-01-08 14:54:29.856797,/tgr2020/jan08/data/33
268,-Ly38T3EsvXyBA9UYDJS,80:E1:26:07:C4:0A,-74,2020-01-08 14:54:31.354195,/tgr2020/jan08/data/30
269,-Ly38TVMGI3vOj_jYhsJ,80:E1:26:07:C4:0A,-81,2020-01-08 14:54:34.987132,/tgr2020/jan08/data/121
270,-Ly38UjusItbSyQzG64Y,80:E1:26:07:C4:0A,-66,2020-01-08 14:54:40.139880,/tgr2020/jan08/data/33
271,-Ly38UkBYNjqAQuyUEYu,80:E1:26:07:C4:0A,-66,2020-01-08 14:54:39.715679,/tgr2020/jan08/data/33
272,-Ly38VSunDhJivrnOa3v,80:E1:26:07:C4:0A,-74,2020-01-08 14:54:42.641743,/tgr2020/jan08/data/30
273,-Ly38VVoF4IM4o12dCB_,80:E1:26:07:C4:0A,-74,2020-01-08 14:54:41.342400,/tgr2020/jan08/data/30
274,-Ly38Vz0NNtwuxebu0GD,80:E1:26:07:C4:0A,-82,2020-01-08 14:54:45.033101,/tgr2020/jan08/data/121
275,-Ly38XAhqePQsNXvNOsE,80:E1:26:07:C4:0A,-73,2020-01-08 14:54:50.098938,/tgr2020/jan08/data/33
276,-Ly38XB-YxSwf22JqFWG,80:E1:26:07:C4:0A,-73,2020-01-08 14:54:49.668358,/tgr2020/jan08/data/33
277,-Ly38YQFjhQ8J9G2Kuzh,80:E1:26:07:C4:0A,-79,2020-01-08 14:54:55.139150,/tgr2020/jan08/data/121
278,-Ly38Zc5ddn3LArK4lEY,80:E1:26:07:C4:0A,-78,2020-01-08 14:55:00.119615,/tgr2020/jan08/data/33
279,-Ly38ZcDpGzPWZFAEV-P,80:E1:26:07:C4:0A,-78,2020-01-08 14:54:59.685270,/tgr2020/jan08/data/33
280,-Ly38_odJ-EIc-5ziFHD,80:E1:26:07:C4:0A,-86,2020-01-08 14:55:05.021052,/tgr2020/jan08/data/121
281,-Ly38b0PnXwYp3oN_nUc,80:E1:26:00:66:5F,-73,2020-01-08 14:55:09.478621,/tgr2020/jan08/data/15
282,-Ly38b37i3btpDVlM2Am,80:E1:26:07:C4:0A,-66,2020-01-08 14:55:10.103529,/tgr2020/jan08/data/33
283,-Ly38cLZsTLgywz8J8gq,80:E1:26:07:C4:0A,-81,2020-01-08 14:55:15.037933,/tgr2020/jan08/data/121
284,-Ly38dV3fIJhwD9afEkG,80:E1:26:07:C4:0A,-68,2020-01-08 14:55:20.092941,/tgr2020/jan08/data/33
285,-Ly38dV9fKjhSgqjBVmh,80:E1:26:07:C4:0A,-68,2020-01-08 14:55:19.660673,/tgr2020/jan08/data/33
286,-Ly38eqiJcRKwUfOON2b,80:E1:26:07:C4:0A,-81,2020-01-08 14:55:25.149236,/tgr2020/jan08/data/121
287,-Ly38fx3NyiFID-Kbq_K,80:E1:26:07:C4:0A,-64,2020-01-08 14:55:30.121840,/tgr2020/jan08/data/33
288,-Ly38fxNCLBTx4yOW_qB,80:E1:26:07:C4:0A,-64,2020-01-08 14:55:29.697816,/tgr2020/jan08/data/33
289,-Ly38gfN_FIUxhZLD5qP,80:E1:26:07:C4:0A,-70,2020-01-08 14:55:32.647921,/tgr2020/jan08/data/30
290,-Ly38giMjf7JmDiBwEwS,80:E1:26:07:C4:0A,-70,2020-01-08 14:55:31.437385,/tgr2020/jan08/data/30
291,-Ly38hTpNVcYCfHNLptR,80:E1:26:07:C4:0A,-70,2020-01-08 14:55:35.071930,/tgr2020/jan08/data/121
292,-Ly38iP5ZiwAudfDrO3n,80:E1:26:07:C4:0A,-64,2020-01-08 14:55:39.685237,/tgr2020/jan08/data/33
293,-Ly38iWbwpdS8wRCu0eq,80:E1:26:07:C4:0A,-64,2020-01-08 14:55:40.110898,/tgr2020/jan08/data/33
294,-Ly38ji5cbMjAEPDM_0s,80:E1:26:07:C4:0A,-83,2020-01-08 14:55:45.119653,/tgr2020/jan08/data/121
295,-Ly38lYo5v-0g-RO1cyg,80:E1:26:07:C4:0A,-78,2020-01-08 14:55:52.646539,/tgr2020/jan08/data/30
296,-Ly38l_b7uLBPxYD3Znm,80:E1:26:07:C4:0A,-78,2020-01-08 14:55:51.334491,/tgr2020/jan08/data/30
297,-Ly38m8NtFG0AOmTBUCG,80:E1:26:07:E3:79,-74,2020-01-08 14:55:55.062551,/tgr2020/jan08/data/121
298,-Ly38nvKP5Ul6up0wPuc,80:E1:26:07:C4:0A,-55,2020-01-08 14:56:02.360143,/tgr2020/jan08/data/15
299,-Ly38o37bN6L0c7bwkuA,80:E1:26:07:C4:0A,-71,2020-01-08 14:56:01.390435,/tgr2020/jan08/data/30
300,-Ly38opQHc5MwC-xri5d,80:E1:26:07:C4:0A,-72,2020-01-08 14:56:05.100451,/tgr2020/jan08/data/121
301,-Ly38qN5HhP6klGXPDPO,80:E1:26:07:C4:0A,-53,2020-01-08 14:56:12.397906,/tgr2020/jan08/data/15
302,-Ly38r5b-E2b33GvYzQX,80:E1:26:07:C4:0A,-85,2020-01-08 14:56:15.421356,/tgr2020/jan08/data/121
303,-Ly38sn4i3H0nKh9aWXg,80:E1:26:07:C4:0A,-53,2020-01-08 14:56:22.317624,/tgr2020/jan08/data/15
304,-Ly38td4XNBR6m3RJJQr,80:E1:26:07:C4:0A,-71,2020-01-08 14:56:25.199866,/tgr2020/jan08/data/121
305,-Ly38vU2Lq2rfGxKYtMD,80:E1:26:07:C4:0A,-51,2020-01-08 14:56:32.312617,/tgr2020/jan08/data/15
306,-Ly38vs8AFJ_SsCI3JRo,80:E1:26:07:C4:0A,-82,2020-01-08 14:56:35.033270,/tgr2020/jan08/data/121
307,-Ly38xgMb-H3IwF14AGQ,80:E1:26:07:C4:0A,-67,2020-01-08 14:56:42.355759,/tgr2020/jan08/data/15
308,-Ly38xnWm0iCcfqJ9Xm7,80:E1:26:07:E0:F2,-74,2020-01-08 14:56:41.350843,/tgr2020/jan08/data/30
309,-Ly38y7EfLOrN012b8_1,80:E1:26:07:E0:F2,-84,2020-01-08 14:56:43.361517,/tgr2020/jan08/data/15
310,-Ly39-7dSLVUxa55dQ12,80:E1:26:07:C4:0A,-65,2020-01-08 14:56:52.354400,/tgr2020/jan08/data/15
311,-Ly39-B93WRL5dErsaac,80:E1:26:07:C4:0A,-72,2020-01-08 14:56:47.871408,/tgr2020/jan08/data/121
312,-Ly391Zq7z-V4p46Q1Tg,80:E1:26:07:C4:0A,-54,2020-01-08 14:57:02.368370,/tgr2020/jan08/data/15
313,-Ly391fvfGrvZJ8kWQ32,80:E1:26:07:C4:0A,-72,2020-01-08 14:57:01.366027,/tgr2020/jan08/data/30
314,-Ly391orQloqybElCFbQ,80:E1:26:07:E0:F2,-75,2020-01-08 14:57:03.370121,/tgr2020/jan08/data/15
315,-Ly392Tlw5fvf1CIF9LJ,80:E1:26:07:E0:F2,-86,2020-01-08 14:57:06.385339,/tgr2020/jan08/data/121
316,-Ly3944V35gbrOFevljz,80:E1:26:07:C4:0A,-54,2020-01-08 14:57:12.646813,/tgr2020/jan08/data/15
317,-Ly394i-20tfgrFls3Ki,80:E1:26:07:C4:0A,-71,2020-01-08 14:57:15.455484,/tgr2020/jan08/data/121
318,-Ly396SV3rqDyzHXh-j0,80:E1:26:07:C4:0A,-51,2020-01-08 14:57:22.373562,/tgr2020/jan08/data/15
319,-Ly396Z0FcjbBmv3up_i,80:E1:26:07:C4:0A,-67,2020-01-08 14:57:21.350527,/tgr2020/jan08/data/30
320,-Ly398twhD0w2XWs4Ksz,80:E1:26:07:C4:0A,-50,2020-01-08 14:57:32.376256,/tgr2020/jan08/data/15
321,-Ly399-halVU5a48yK_L,80:E1:26:07:C4:0A,-74,2020-01-08 14:57:31.377569,/tgr2020/jan08/data/30
322,-Ly39999P1XDMZBEMxbO,80:E1:26:07:E0:F2,-79,2020-01-08 14:57:33.373716,/tgr2020/jan08/data/15
323,-Ly39BQ-6rx6zDDV7Fl3,80:E1:26:07:C4:0A,-53,2020-01-08 14:57:42.382014,/tgr2020/jan08/data/15
324,-Ly39DyisQdtXtp6lcfX,80:E1:26:07:C4:0A,-53,2020-01-08 14:57:52.381145,/tgr2020/jan08/data/15
325,-Ly39GIXzk358KxW_Two,80:E1:26:07:C4:0A,-54,2020-01-08 14:58:02.389530,/tgr2020/jan08/data/15
326,-Ly39GJoLqbkCDYVKSiy,80:E1:26:07:C4:0A,-72,2020-01-08 14:58:01.355275,/tgr2020/jan08/data/30
327,-Ly39Il9BfAMR7yX9N8l,80:E1:26:07:C4:0A,-51,2020-01-08 14:58:12.403128,/tgr2020/jan08/data/15
328,-Ly39L6wRN_7f-PVFp_g,80:E1:26:07:C4:0A,-61,2020-01-08 14:58:22.414630,/tgr2020/jan08/data/15
329,-Ly39NYvLWymVhJvjYnW,80:E1:26:07:C4:0A,-51,2020-01-08 14:58:32.410310,/tgr2020/jan08/data/15
330,-Ly39Ng70YDwZUtzHB8B,80:E1:26:07:C4:0A,-71,2020-01-08 14:58:28.316761,/tgr2020/jan08/data/121
331,-Ly39NgESrn8byoo2OK5,80:E1:26:07:C4:0A,-82,2020-01-08 14:58:31.389522,/tgr2020/jan08/data/30
332,-Ly39Q-s5AvpoZRXOKkU,80:E1:26:07:C4:0A,-50,2020-01-08 14:58:42.446386,/tgr2020/jan08/data/15
333,-Ly39SS6fUu-JkWy9w38,80:E1:26:07:C4:0A,-50,2020-01-08 14:58:52.456978,/tgr2020/jan08/data/15
334,-Ly39SX9mSXribSOwLg2,80:E1:26:07:C4:0A,-69,2020-01-08 14:58:51.361241,/tgr2020/jan08/data/30
335,-Ly39TV1nRI6-RxNLZh5,80:E1:26:07:E0:F2,-85,2020-01-08 14:58:56.237897,/tgr2020/jan08/data/121
336,-Ly39UtXOXS8VqFHjVDq,80:E1:26:07:C4:0A,-51,2020-01-08 14:59:02.454081,/tgr2020/jan08/data/15
337,-Ly39UymZswdDiTvj3K1,80:E1:26:07:C4:0A,-75,2020-01-08 14:59:01.399951,/tgr2020/jan08/data/30
338,-Ly39VVHEsQMF7xrq9nI,80:E1:26:07:C4:0A,-73,2020-01-08 14:59:05.114900,/tgr2020/jan08/data/121
339,-Ly39XvZgQ-zPPjZVNy-,80:E1:26:07:E0:F2,-83,2020-01-08 14:59:15.154943,/tgr2020/jan08/data/121
340,-Ly39Zom2GSod1JOsg-e,80:E1:26:07:C4:0A,-53,2020-01-08 14:59:22.477391,/tgr2020/jan08/data/15
341,-Ly39_Hruj5fN8XUZqe_,80:E1:26:07:C4:0A,-82,2020-01-08 14:59:24.566121,/tgr2020/jan08/data/121
342,-Ly39_JRMY4AdtkptMyt,80:E1:26:07:C4:0A,-82,2020-01-08 14:59:25.098124,/tgr2020/jan08/data/121
343,-Ly39bEGHjhxsxyr50AV,80:E1:26:07:C4:0A,-52,2020-01-08 14:59:32.507977,/tgr2020/jan08/data/15
344,-Ly39bi_B8m8VI-8QXDO,80:E1:26:07:C4:0A,-70,2020-01-08 14:59:34.534540,/tgr2020/jan08/data/121
345,-Ly39c3Mg7wEuM-myli5,80:E1:26:07:C4:0A,-70,2020-01-08 14:59:35.117295,/tgr2020/jan08/data/121
346,-Ly39df8WE66jG5V2bW2,80:E1:26:07:C4:0A,-50,2020-01-08 14:59:42.502036,/tgr2020/jan08/data/15
347,-Ly39eAJI23p6ypoMe1F,80:E1:26:07:C4:0A,-71,2020-01-08 14:59:44.562064,/tgr2020/jan08/data/121
348,-Ly39eFN-PYVzGX9p9BD,80:E1:26:07:C4:0A,-71,2020-01-08 14:59:43.534675,/tgr2020/jan08/data/121
349,-Ly39g6SbbP6MCmrNiU5,80:E1:26:07:C4:0A,-50,2020-01-08 14:59:52.510554,/tgr2020/jan08/data/15
350,-Ly39gBFUH8NKVSLI5kU,80:E1:26:07:C4:0A,-66,2020-01-08 14:59:51.386093,/tgr2020/jan08/data/30
351,-Ly39ggZ5cDHOCyoDAAN,80:E1:26:07:C4:0A,-88,2020-01-08 14:59:54.882693,/tgr2020/jan08/data/121
352,-Ly39giVRWLusII8xQur,80:E1:26:07:C4:0A,-88,2020-01-08 14:59:53.832432,/tgr2020/jan08/data/121
353,-Ly39iZ3q5dMpQsiQ3uo,80:E1:26:07:C4:0A,-53,2020-01-08 15:00:02.514339,/tgr2020/jan08/data/15
354,-Ly39isynImnx8TBz_kW,80:E1:26:07:E0:F2,-77,2020-01-08 15:00:03.555853,/tgr2020/jan08/data/15
355,-Ly39j5P902itCwfVHPV,80:E1:26:07:C4:0A,-72,2020-01-08 15:00:03.503359,/tgr2020/jan08/data/121
356,-Ly39jMfnRBuyDF6N7Ge,80:E1:26:07:E0:F2,-82,2020-01-08 15:00:05.815367,/tgr2020/jan08/data/121
357,-Ly39l0BX0f8HWLsc9Ou,80:E1:26:07:E0:F2,-77,2020-01-08 15:00:12.519766,/tgr2020/jan08/data/15
358,-Ly39l4u13QZovHQcVxl,80:E1:26:07:C4:0A,-75,2020-01-08 15:00:11.470756,/tgr2020/jan08/data/30
359,-Ly39lVHHFCNVO9GfrdE,80:E1:26:07:E0:F2,-84,2020-01-08 15:00:14.575106,/tgr2020/jan08/data/121
360,-Ly39l_JGbpe69s0voq5,80:E1:26:07:E0:F2,-84,2020-01-08 15:00:13.530441,/tgr2020/jan08/data/121
361,-Ly39ljfmgtLbcWw8IgM,80:E1:26:07:C4:0A,-82,2020-01-08 15:00:15.554494,/tgr2020/jan08/data/121
362,-Ly39nRYNbmvGg2ySzwB,80:E1:26:07:C4:0A,-51,2020-01-08 15:00:22.531960,/tgr2020/jan08/data/15
363,-Ly39nWFB6_96unulfpY,80:E1:26:07:E0:F2,-78,2020-01-08 15:00:21.421049,/tgr2020/jan08/data/30
364,-Ly39nfwhd4H_SmWInRk,80:E1:26:07:E0:F2,-78,2020-01-08 15:00:23.538839,/tgr2020/jan08/data/15
365,-Ly39nyrTYFTYK1-G3fu,80:E1:26:07:E0:F2,-85,2020-01-08 15:00:23.527784,/tgr2020/jan08/data/121
366,-Ly39o-9eonxh8Rlj1hH,80:E1:26:07:E0:F2,-85,2020-01-08 15:00:24.553558,/tgr2020/jan08/data/121
367,-Ly39pt7xhlV3qleLgTl,80:E1:26:07:C4:0A,-53,2020-01-08 15:00:32.553576,/tgr2020/jan08/data/15
368,-Ly39py_FDlVyDRuV1jk,80:E1:26:07:E0:F2,-79,2020-01-08 15:00:31.456342,/tgr2020/jan08/data/30
369,-Ly39qSs3rKEpPKTy_ZN,80:E1:26:07:E0:F2,-82,2020-01-08 15:00:33.545630,/tgr2020/jan08/data/121
370,-Ly39qstZkrjhGY8QdSC,80:E1:26:07:E0:F2,-81,2020-01-08 15:00:33.544191,/tgr2020/jan08/data/15
371,-Ly39sXtffQy1R9fvhsq,80:E1:26:07:C4:0A,-49,2020-01-08 15:00:43.211627,/tgr2020/jan08/data/15
372,-Ly39ssLXCRrlLUJXl2q,80:E1:26:07:E0:F2,-85,2020-01-08 15:00:43.547968,/tgr2020/jan08/data/121
373,-Ly39tDx5pHN_LjrOIbN,80:E1:26:07:E0:F2,-85,2020-01-08 15:00:46.226210,/tgr2020/jan08/data/121
374,-Ly39umMe2XfGdLIVqvT,80:E1:26:07:E0:F2,-75,2020-01-08 15:00:52.589596,/tgr2020/jan08/data/15
375,-Ly39uqRbfNM1YN-4Qf-,80:E1:26:07:E0:F2,-74,2020-01-08 15:00:51.443181,/tgr2020/jan08/data/30
376,-Ly39v0cF7APhJGQiiv1,80:E1:26:07:C4:0A,-50,2020-01-08 15:00:53.586535,/tgr2020/jan08/data/15
377,-Ly39xDhCcgSglYAPkHh,80:E1:26:07:C4:0A,-51,2020-01-08 15:01:02.614792,/tgr2020/jan08/data/15
378,-Ly39xiTYRJc_TZYFurG,80:E1:26:07:C4:0A,-70,2020-01-08 15:01:04.629606,/tgr2020/jan08/data/121
379,-Ly39xlk8ljpTs25MR3K,80:E1:26:07:C4:0A,-70,2020-01-08 15:01:03.579269,/tgr2020/jan08/data/121
380,-Ly39zkB-V2yD_pzi85q,80:E1:26:07:C4:0A,-51,2020-01-08 15:01:12.614136,/tgr2020/jan08/data/15
381,-Ly3A-Gr7JEhGOpvRpDu,80:E1:26:07:C4:0A,-72,2020-01-08 15:01:15.055745,/tgr2020/jan08/data/121
382,-Ly3A-IH-Ys64JY1XxkQ,80:E1:26:07:C4:0A,-72,2020-01-08 15:01:13.993967,/tgr2020/jan08/data/121
383,-Ly3A16umVbJZ-vyrYIa,80:E1:26:07:C4:0A,-50,2020-01-08 15:01:22.643486,/tgr2020/jan08/data/15
384,-Ly3A1ATXqMOMMuFwgOj,80:E1:26:07:C4:0A,-76,2020-01-08 15:01:21.459697,/tgr2020/jan08/data/30
385,-Ly3A1XX2hjcHiJzv0ex,80:E1:26:07:E0:F2,-80,2020-01-08 15:01:24.038265,/tgr2020/jan08/data/15
386,-Ly3A1f90of4WnCHcA4X,80:E1:26:07:C4:0A,-76,2020-01-08 15:01:23.593167,/tgr2020/jan08/data/121
387,-Ly3A1qaYOp4z4MV1mOd,80:E1:26:07:E0:F2,-82,2020-01-08 15:01:25.629209,/tgr2020/jan08/data/121
388,-Ly3A3ZKXHIzbEAKL383,80:E1:26:07:C4:0A,-52,2020-01-08 15:01:32.667653,/tgr2020/jan08/data/15
389,-Ly3A3b93nid11MNNads,80:E1:26:07:C4:0A,-69,2020-01-08 15:01:31.418583,/tgr2020/jan08/data/30
390,-Ly3A42G0jHoSP3hxDlx,80:E1:26:07:C4:0A,-75,2020-01-08 15:01:34.641179,/tgr2020/jan08/data/121
